Word,Certainty,NumWords,NumCharacters
more beneficial,6.93,2,15
more desirable,6.22,2,14
more detailed,6.77,2,13
more effectively,7.2,2,16
more inclined,4.89,2,13
more likely,5.5,2,11
more precisely,6.96,2,14
most accurate,8.38,2,13
most advanced,7.42,2,13
most beautiful,7.36,2,14
most beneficial,6.9,2,15
most certainly,8.09,2,14
most convenient,6.1,2,15
most definitely,8.27,2,15
most effective,7.15,2,14
most especially,7.27,2,15
most important are,6.97,3,18
most is,5.59,2,7
most likely,5.76,2,11
most notably,6.96,2,12
most of all,6.48,3,11
most of them are,6.46,4,16
most of them were,6.04,4,17
most of which are,6.47,4,17
most often,7.07,2,10
most positive,7.36,2,13
most probably,5.63,2,13
most productive,7.6,2,15
most reliable,7.64,2,13
most successful,6.7,2,15
mostly been,5.74,2,11
moves,5.26,1,5
much has,5.81,2,8
must,7.64,1,4
must be given to,8.07,4,16
must be made,7,3,12
must have been,6.2,3,14
my concern is,5.14,3,13
my guess is,3.57,3,11
my name is,7.91,3,10
my opinion,5.71,2,10
my understanding is,5.88,3,19
my view is,5.87,3,10
mysterious,2.77,1,10
nailed,6.67,1,6
necessarily mean that,4.52,3,21
necessary,6.85,1,9
necessary measures,7.03,2,18
need more information,2.1,3,21
needs to have,6,3,13
never,6.57,1,5
never found,5.81,2,11
no doubt,8,2,8
no doubt about it,8.62,4,17
no guarantee,2.73,2,12
no history,4.83,2,10
no one does,6.45,3,11
no one has,6.85,3,10
no one knows,2.48,3,12
no proof,4.5,2,8
no question,8.41,2,11
no trace,5.45,2,8
nobody knows,1.8,2,12
noon,7,1,4
nor does it,5.07,3,11
not able to,5.5,3,11
not allowed,6.24,2,11
not allowed to,6.33,3,14
not available,6.12,2,13
not aware of,2,3,12
not be a,6,3,8
not being a,6,3,11
not clear,1.93,2,9
not clearly,2.12,2,11
not confident,1.96,2,13
not convinced,3.4,2,13
not convinced that,2.83,3,18
not enough information,1.24,3,22
not feasible,6.71,2,12
not impossible,4.16,2,14
not included,6.36,2,12
not knowing,2.54,2,11
not known,1.8,2,9
not likely,4.38,2,10
not possible,6.27,2,12
not possible to,6.43,3,15
not provided,4.43,2,12
not quite sure,2.17,3,14
not really sure,1.41,3,15
not sure,1.32,2,8
not sure how,1.33,3,12
not sure how i,3.08,4,14
not sure if,2.03,3,11
not want,5.4,2,8
not yet,4.13,2,7
notably,6.73,1,7
nothing has,6.44,2,11
noticeable,6.71,1,10
now i do,7.17,3,8
now i have,7.1,3,10
nowhere to be found,6.33,4,19
objection,4.74,1,9
objectionable,4.7,1,13
obvious that,7.81,2,12
obvious that the,6.86,3,16
obviously be,7.79,2,12
obviously it,7.6,2,12
occurring,6,1,9
of circumstances,5.04,2,16
of commitment,6.24,2,13
of confusion,1.72,2,12
of course i am,7.97,4,14
of course it is,7.71,4,15
of course there is,7.41,4,18
of course they are,7.15,4,18
of evidence,6.45,2,11
of exactly,7,2,10
of possibilities,4.56,2,16
of roughly,3.83,2,10
of the highest,6.44,3,14
of uncertainty,2,2,14
of varying,4.5,2,10
often,6.5,1,5
often referred,6.3,2,14
oftentimes,4.67,1,10
on occasion,4.27,2,11
on target,7.03,2,9
one does not,4.83,3,12
one which is,6.46,3,12
only are,6.33,2,8
only is,6.1,2,7
only knows,5.31,2,10
only question is,4,3,16
only temporary,5.08,2,14
opinion is,5.6,2,10
opinion it,5.1,2,10
opinion that,5.9,2,12
opinions are,3.76,2,12
opinions that,5.8,2,13
or not,2.41,2,6
or not to,4.55,3,9
order to ensure,6.16,3,15
order to try,5.6,3,12
originally,6.5,1,10
other hand,3.63,2,10
overestimated,5.03,1,13
overstated,6.07,1,10
overwhelming majority of,7.63,3,24
paradoxical,3.41,1,11
participates in,6.53,2,15
partly,4.42,1,6
people are afraid,5.83,3,17
people feel,5.18,2,11
people think,5.73,2,12
people were killed,7.93,3,18
perceived to be,5.43,3,15
perception of,5.37,2,13
perhaps,4.37,1,7
perhaps even,4.41,2,12
perhaps i,3.14,2,9
perhaps it is,4.08,3,13
perhaps it was,3.48,3,14
perhaps not,2.88,2,11
perpetuating,5.54,1,12
persistently,6.93,1,12
personally believe,5.52,2,18
placements,5.79,1,10
plausible,5.68,1,9
pointed out that,6.54,3,16
pointed out the,6.35,3,15
pointed that,5.97,2,12
pointing out that,6.27,3,17
pointing that,6.03,2,13
points out that,6.77,3,15
portraying,6,1,10
position was,6.33,2,12
positions are,6.37,2,13
positive,8.15,1,8
positive results,6.96,2,16
positives,7.1,1,9
positivity,7.13,1,10
possibilities and,3.76,2,17
possibilities are,4.88,2,17
possibilities to,5.26,2,16
possibility is,3.66,2,14
possible,4.73,1,8
possibly,3.52,1,8
posts that,6.28,2,10
potential is,5.56,2,12
precaution,4.68,1,10
precisely,8.17,1,9
precisely the,7.52,2,13
precision,7.7,1,9
predicated,6.9,1,10
predict,3.97,1,7
predictable,7.16,1,11
predicted,5.97,1,9
predictor,6.17,1,9
predicts,4.9,1,8
predominantly,7.12,1,13
predominately,6.52,1,13
preferable,6.33,1,10
prefers,6.24,1,7
presence,6.57,1,8
presented by,6.08,2,12
presumably,4.87,1,10
presume,4.97,1,7
presumption,4.21,1,11
pretend,4.1,1,7
pretty confused,1.78,2,15
pretty obvious,7.16,2,14
pretty sure,5.77,2,11
pride,5.92,1,5
proactively,6.6,1,11
probability,4.31,1,11
probability is,4.92,2,14
probable,4.94,1,8
probably,4.03,1,8
probably be,4.21,2,11
probably best,5.7,2,13
probably is,4.96,2,11
problem is,4.48,2,10
process,5.93,1,7
proclaiming,7.1,1,11
progressed,6.96,1,10
prohibits,6.77,1,9
project is,6.75,2,10
projected,4.83,1,9
projections,4.56,1,11
promise,6.1,1,7
promised,6.81,1,8
promised that,7.33,2,13
promises,6.68,1,8
proof,8.1,1,5
proof that,7.68,2,10
prospects of,5.21,2,12
protection,5.96,1,10
prove anything,5.17,2,14
proved to,8.12,2,9
proved to be,7.33,3,12
proves,8.29,1,6
proves that,8.27,2,11
proves to be,7.77,3,12
provide a better,5.84,3,16
provide evidence,6.73,2,16
provided in,6.88,2,11
provides for,6.9,2,12
provides the,6.5,2,12
providing an,6.43,2,12
providing the,6.77,2,13
proving,7.24,1,7
proving to be,6.43,3,13
published,7.5,1,9
purchases,6.54,1,9
purportedly,4.63,1,11
put an end to,6.92,4,13
put forth,6.47,2,9
put up,6,2,6
qualifies,7,1,9
quantified,7.43,1,10
question is,4.74,2,11
question is whether,2.83,3,19
questionable,3.38,1,12
questioned by,4.96,2,13
questioning,2.38,1,11
questions regarding,4,2,19
questions the,3.13,2,13
quite accurate,7.93,2,14
quite certain,7.44,2,13
quite clearly,7.77,2,13
quite difficult,5.97,2,15
quite happy,6.9,2,11
quite likely,6.2,2,12
quite literally,7.96,2,15
quite obvious,7.86,2,13
quite possibly,5.36,2,14
quite powerful,7.03,2,14
quite right,7.29,2,11
quite sure,8.07,2,10
quoting,6.58,1,7
random,1.97,1,6
rarely,4,1,6
ready,7,1,5
ready to go,8,3,11
reaffirm,7.77,1,8
reaffirmed,8.33,1,10
real possibility,5.03,2,16
realise,6.9,1,7
realising,6.86,1,9
realistically,6.04,1,13
realities of,6.41,2,12
reality is,7.73,2,10
reality is that,7.44,3,15
really am,7.56,2,9
really believe,7.43,2,14
really didn't,4.75,2,13
really doesn't,4.97,2,14
really don't,6,2,12
really don't know,2,3,17
really good,7.07,2,11
really happened,7.76,2,15
really happy,7.6,2,12
really is a,7.23,3,11
really isn't,6.17,2,12
really knows,7.57,2,12
really scared,5.56,2,13
really think,5.7,2,12
really was,7.19,2,10
really works,7.32,2,12
reason to believe,5.6,3,17
reason was,7.17,2,10
reasonably,5.92,1,10
recalled,6.63,1,8
reciprocated,6.52,1,12
reckon,4.58,1,6
recognize,7.18,1,9
recognized,6,1,10
recognized as a,6.19,3,15
recognized for,6.9,2,14
recognizes that,6.73,2,15
recognizing that,6.58,2,16
recommended,6.54,1,11
recommended that,5.96,2,16
refer to,6.19,2,8
referenced,6.67,1,10
referencing,6.47,1,11
reflected in the,5.9,3,16
refuse,6.23,1,6
refuse to,6.94,2,9
refutable,4,1,9
relates to,6.11,2,10
reliable sources,6.91,2,16
reliably,7.32,1,8
remain,5.46,1,6
remains to be seen,2.6,4,18
removing,5.79,1,8
renders,5.08,1,7
report,6.46,1,6
report said,7.03,2,11
report states that,6.76,3,18
report suggests,5.4,2,15
reported to,6,2,11
reportedly,5.23,1,10
reports about,5.81,2,13
required and,6.3,2,12
required by,7.8,2,11
required of,7.09,2,11
requirement is,7.47,2,14
requirements,6.45,1,12
requires,7.77,1,8
requires an,6.06,2,11
researched,7.4,1,10
reservations,4.67,1,12
reservations about,3.29,2,18
resolute,7.56,1,8
resolved,8.1,1,8
resolves,6.74,1,8
resources available,6.47,2,19
responded,6.97,1,9
restored,7.07,1,8
restricted to,5.67,2,13
restrictions are,6.72,2,16
restrictions in,6.63,2,15
restrictions that,5.5,2,17
result is,7.36,2,9
reveal that,6.77,2,11
revealed that,7.08,2,13
revealing that,7.03,2,14
right that is,7.21,3,13
risk is,5.4,2,7
robbed,6.92,1,6
roughly,3.88,1,7
ruled out,7.62,2,9
ruled that,7.5,2,10
ruling,7.27,1,6
said before,6.27,2,11
said that,6.53,2,9
said that a,6.4,3,11
said that he,6.62,3,12
said that his,5.94,3,13
said to have,5.67,3,12
same as,6.46,2,7
satisfaction of,6.11,2,15
satisfied with,6.8,2,14
satisfies,6.81,1,9
say that they,5.77,3,13
say we,5.12,2,6
saying this,6.3,2,11
scenarios,4.67,1,9
sceptical,3,1,9
scored,7.24,1,6
searched,5.59,1,8
second,5.4,1,6
seconded,7.16,1,8
secured,7.9,1,7
see it as,5,3,9
seeing,7.04,1,6
seem,4.37,1,4
seem like,4.44,2,9
seem like a,4.37,3,11
seem to,4.15,2,7
seem to be,3.88,3,10
seem to be a,4.36,4,12
seemed like a,4.67,3,13
seeming,5.27,1,7
seemingly,4.9,1,9
seems,3.97,1,5
seems like,4.27,2,10
seems so,4.93,2,8
seems to,4.1,2,8
seems to be,5.23,3,11
seems to be a,4.15,4,13
seems to be an,5.26,4,14
seems to be more,5.48,4,16
seems to be that,5.13,4,16
seems to be the,4.68,4,15
seems to have,4.55,3,13
seems to me to,4.6,4,14
seems very,4.83,2,10
seen as an,5.93,3,10
seen to be,5.46,3,10
sees fit,6.18,2,8
separated,5.27,1,9
service is,6.83,2,10
severing,6.27,1,8
she didn't,7.2,2,10
she was able to,7.17,4,15
she's coming,7.77,2,12
she's doing,5.64,2,11
she's going,7.83,2,11
shifts,4.19,1,6
shot dead,7.45,2,9
should be,4.64,2,9
should be noted that,5.94,4,20
should be removed,6.23,3,17
should be seen,6.37,3,14
should have been able,4.7,4,21
should not be allowed,6.63,4,21
should not have been,5.54,4,20
shouldn't even,5.08,2,14
show the,5.23,2,8
showcasing,5.96,1,10
showed that,7.04,2,11
shown that,5.96,2,10
shown to be,6.6,3,11
signaling,6.48,1,9
signals that,5.87,2,12
sincerely believe,6.87,2,17
situation with,5.13,2,14
size fits,7.8,2,9
skeptic,2.9,1,7
skeptical,1.88,1,9
skeptically,3.07,1,11
smuggled,6.04,1,8
so are,7.1,2,6
so certain,8.58,2,10
so is it,5.36,3,8
so it seems,4.74,3,11
so many questions,1.96,3,17
so sure,7.96,2,7
so wrong,6.13,2,8
so you are,6.83,3,10
solidified,6.73,1,10
solution,7.73,1,8
solved,8.32,1,6
solved by,7.52,2,9
solved with,7.24,2,11
solves,7.5,1,6
some are,5.07,2,8
some instances,3.86,2,14
somebody is,7,2,11
someone who is,5.87,3,14
something that,5.68,2,14
something that is,6.03,3,17
sort of,2.5,2,7
sorta,1.96,1,5
sorts of,5.27,2,8
sound like,4.67,2,10
sounds good,6.5,2,11
sounds to me like,5.11,4,17
specifics,7.48,1,9
specifics of,7.34,2,12
specified in,6.73,2,12
specified that,7.71,2,14
specifying,6.79,1,10
speculate,3.07,1,9
speculating,2.93,1,11
speculation,2.72,1,11
speculations,2.43,1,12
speculative,2.7,1,11
spreading,5.85,1,9
stances,5.79,1,7
standards are,7.3,2,13
starting,5.87,1,8
starting in,6.27,2,11
stated that,6.77,2,11
states that,7.21,2,11
still believe,5.85,2,13
still does not,4.5,3,14
still have not,5.07,3,14
still is,7.47,2,8
still know,7.19,2,10
still not,5.07,2,9
still remains,5.7,2,13
stopped,7.08,1,7
straightened out,6.88,2,16
straightforward,7.31,1,15
strong feeling,6.79,2,14
strongest,7.68,1,9
studied the,6.69,2,11
studies that,6.46,2,12
study was,6.29,2,9
stumped,3.44,1,7
subjectively,3.79,1,12
subjects are,6.62,2,12
submitted,7.1,1,9
substantiate,6.11,1,12
substantiated,7.13,1,13
succeeded,8.23,1,9
succeeded in,6.85,2,12
successfully completed,7.84,2,22
suggest that,5.17,2,12
suggest to,5.2,2,10
suggested by,5.3,2,12
suggesting that,5.33,2,15
suggestion is,5.17,2,13
suggestions that,5.22,2,16
suggests the,5.35,2,12
suggests to,4.72,2,11
superseded,6.85,1,10
support here,5.93,2,12
supportive,6.97,1,10
supportive of the,7.08,3,17
suppose it is,4.53,3,13
supposed,4.68,1,8
supposed to happen,5.38,3,18
supposed to mean,4.97,3,16
sure about this,7.48,3,15
sure are,6.94,2,8
sure enough,7.2,2,11
sure he was,6.6,3,11
sure how,5.84,2,8
sure is,7.33,2,7
sure it was,7.38,3,11
sure of it,8.4,3,10
sure of that,7.77,3,12
sure there is,6.74,3,13
surely,6.6,1,6
surely the,6.43,2,10
susceptible to,4.92,2,14
suspecting,4.15,1,10
suspicious,3.24,1,10
take into consideration,5.29,3,23
taking into account the,5.55,4,23
talking about here,5.86,3,18
task is,6.52,2,7
tell,6.3,1,4
telling,6.84,1,7
tends,5.63,1,5
tends to be,4.87,3,11
tentatively,2.68,1,11
testified,7.4,1,9
that already exists,7.38,3,19
that applies,6.47,2,12
that are less,5.04,3,13
that being,6.17,2,10
that being the case,6.62,4,19
that can't be,6.32,3,13
that defines,7.03,2,12
that doesn't,5.45,2,12
that explains,6.55,2,13
that happens,6.45,2,12
that have already been,7.39,4,22
that i did,7,3,10
that includes,6.73,2,13
that indicate,6.5,2,13
that indicates,6.76,2,14
that is already,7.37,3,15
that is also,6.37,3,12
that is certainly,8.26,3,17
that is clearly,7.33,3,15
that is completely,7.44,3,18
that is correct,8.03,3,15
that is enough,7.32,3,14
that is exactly,7.96,3,15
that is exactly what,7.93,4,20
that is highly,6.79,3,14
that is how,7.07,3,11
that is more,6.27,3,12
that is most,6.37,3,12
that is needed,6.5,3,14
that is no,7.13,3,10
that is possible,5.71,3,16
that is precisely,7.47,3,17
that is quite,6.2,3,13
that is really,6.47,3,14
that is required,7.62,3,16
that is so,7.97,3,10
that is the case,7.96,4,16
that is totally,7.54,3,15
that is true,7.48,3,12
that is truly,7.59,3,13
that is very,7.1,3,12
that is what,6.36,3,12
that isn't,5.86,2,10
that it needs,6.5,3,13
that means,6.63,2,10
that seems,4.12,2,10
that seems to,5.11,3,13
that sounds,4.76,2,11
that sounds like,4.76,3,16
that there are,6.48,3,14
that there is no,6.43,4,16
that was a great,6.63,4,16
that was not,6.5,3,12
that was the case,7.68,4,17
that wasn't,6.2,2,11
that were the case,5.59,4,18
that will be required,7.6,4,21
the answer is no,8.43,4,16
the answer is yes,8.8,4,17
the apparent,6.42,2,12
the best chance,5.86,3,15
the chances,3.88,2,11
the chances of,4.71,3,14
the conclusion of,7.17,3,17
the confirmation,7.52,2,16
the decision of,7.66,3,15
the end of,6.83,3,10
the end result is,8.17,4,17
the ending of the,5.83,4,17
the estimate,4.4,2,12
the estimated,5.43,2,13
the evidence,6.52,2,12
the expectation,5.64,2,15
the expectations of,5.56,3,19
the fact remains,7.13,3,16
the guarantee,7.5,2,13
the issues at,5.54,3,13
the knowledge that,5.96,3,18
the likelihood,5.44,2,14
the most effective,7.6,3,18
the obvious,7.71,2,11
the possibility of,4.47,3,18
the potential of,4.89,3,16
the reality is,7.4,3,14
the reality is that,7.63,4,19
the risks,5.08,2,9
the rules,7.14,2,9
the specified,7.59,2,13
the suggested,5.07,2,13
the thinking,5.33,2,12
the truth is,7.26,3,12
the truth is that,7.24,4,17
the world is,6.24,3,12
their potential,5.03,2,15
then i believe,6.73,3,14
then i think,4.68,3,12
then of course,7.08,3,14
then this is,6.41,3,12
theoretically,5.53,1,13
there appears,5.13,2,13
there appears to,5.71,3,16
there appears to be,5.6,4,19
there are a few,5.46,4,15
there are a number,6,4,18
there are about,4.59,3,15
there are already,7.43,3,17
there are also many,6.07,4,19
there are currently,6.77,3,19
there are many people,5.21,4,21
there are numerous,6.28,3,18
there are of course,5.93,4,19
there are only,6.83,3,14
there are several,6.52,3,17
there are some,5.35,3,14
there are two,7.42,3,13
there aren't,5.81,2,12
there exist,6.93,2,11
there had been,6.88,3,14
there has,6.64,2,9
there has been,6.56,3,14
there has to,6.52,3,12
there have been,6.04,3,15
there is a clear,7.56,4,16
there is a great,7.21,4,16
there is a need,6.67,4,15
there is a possibility,4.63,4,22
there is a risk,6.04,4,15
there is absolutely,8.34,3,19
there is also no,6.88,4,16
there is an,6.3,3,11
there is another,6.8,3,16
there is any,5.32,3,12
there is but,4.77,3,12
there is certainly,7.76,3,18
there is however,5.04,3,16
there is indeed,7.8,3,15
there is just,5.92,3,13
there is likely,5.86,3,15
there is much,6.73,3,13
there is no denying,7.67,4,19
there is no evidence,5.3,4,20
there is no need,6.87,4,16
there is no one,6.59,4,15
there is no point,6.65,4,17
there is no question,8.48,4,20
there is no such,7.69,4,16
there is no way,7.52,4,15
there is really,7.28,3,15
there is some,4.7,3,13
there is someone,6.88,3,16
there is something,6.6,3,18
there isn't,6.25,2,11
there it is,7.69,3,11
there needs to,5.63,3,14
there needs to be,5.75,4,17
there seemed to,5.03,3,15
there seems,4.84,2,11
there seems to,5.2,3,14
there seems to be,4.97,4,17
there was a,6.67,3,11
there was a lot,6.85,4,15
there was an,6.43,3,12
there was no,6.57,3,12
there was no evidence,6.79,4,21
there were no,6.58,3,13
there were several,6.59,3,18
these are all,7,3,13
these aren't,6.1,2,12
these reasons,6.3,2,13
they ain't,5.31,2,10
they appear to,4.7,3,14
they are all,7.87,3,12
they are likely,6.17,3,15
they are likely to,4.86,4,18
they are usually,5.03,3,16
they believe,5.5,2,12
they can not,6.3,3,12
they can't,6.57,2,10
they confirmed,7.93,2,14
they did,7.52,2,8
they expected,6.23,2,13
they feel that,5.13,3,14
they have no,6.46,3,12
they really are,7.29,3,15
they think that,4.78,3,15
they were,7.17,2,9
they were able to,6.3,4,17
they weren't,6.97,2,12
they're both,7.28,2,12
they're going to be,6.89,4,19
they're in,7.4,2,10
they're lying,6.7,2,13
they're not going to,6.12,4,20
they're right,8.19,2,13
they're talking about,5.74,3,21
they're thinking,5.04,2,16
they're told,5.77,2,12
they're trying,5.83,2,14
they've already,7.47,2,15
they've decided,6.41,2,15
they've not,6.27,2,11
things aren't,4.62,2,13
think i am,4.37,3,10
think is,4.42,2,8
think it is,4.62,3,11
think that a,4.24,3,12
think that is,4.81,3,13
think that it,5.04,3,13
think that it is,5.08,4,16
think that the,4.43,3,14
think that this is,5.36,4,18
think the,4.91,2,9
think there is,4.58,3,14
think this is,4.8,3,13
think you are,4.81,3,13
thinks that the,4.68,3,15
this appears,5.26,2,12
this appears to,4.43,3,15
this applies,6.29,2,12
this becomes,5.7,2,12
this came,5.56,2,9
this case is,6.71,3,12
this doesn't,4.17,2,12
this explains,7.2,2,13
this feels,4.4,2,10
this happens,6.47,2,12
this has been,6.48,3,13
this has happened,7.69,3,17
this includes,6.17,2,13
this indicates,6.45,2,14
this is a,6.44,3,9
this is a great,7.23,4,15
this is absolutely,8.08,3,18
this is also,6.03,3,12
this is clear,7.39,3,13
this is clearly,8.59,3,15
this is completely,8,3,18
this is especially,7,3,18
this is especially true,7.93,4,23
this is exactly,8.1,3,15
this is exactly the,7.26,4,19
this is gonna be,6.35,4,16
this is how,7.83,3,11
this is indeed,7.66,3,14
this is it,7.37,3,10
this is just,6.24,3,12
this is likely,5.7,3,14
this is no,6.67,3,10
this is not,6.19,3,11
this is of course,7.53,4,17
this is often,6.24,3,13
this is over,6.74,3,12
this is particularly,7.1,3,20
this is possible,5.43,3,16
this is pretty,6.37,3,14
this is probably,4.57,3,16
this is really,6.76,3,14
this is serious,7.54,3,15
this is some,4.47,3,12
this is something,6.08,3,17
this is totally,7.42,3,15
this is true,8.06,3,12
this is what happens,6.89,4,20
this is why i,6.38,4,13
this isn't a,5.33,3,12
this knowledge,7.3,2,14
this really is,7.44,3,14
this seems,4.54,2,10
this seems to,4.56,3,13
this seems to be,5.25,4,16
this shows that,7.2,3,15
this was not,5.9,3,12
this was the case,7.77,4,17
this wasn't,6.08,2,11
this won't,4.52,2,10
thoroughly,7.64,1,10
though it is,5.47,3,12
thought of that,5.54,3,15
thought that,5.4,2,12
thought to,4.56,2,10
thought to be,5.59,3,13
thought you were,4.71,3,16
thoughts are,5.57,2,12
to accept,6.66,2,9
to acknowledge,6.28,2,14
to anticipate,4.55,2,13
to ascertain,5.45,2,12
to back up,6.32,3,10
to be considered,5.23,3,16
to be continued,4.8,3,15
to be determined,4.06,3,16
to be developed,4.27,3,15
to be discussed,4.1,3,15
to be expected,5.87,3,14
to be reviewed,3.57,3,14
to be sure,7.13,3,10
to be taken,6.83,3,11
to believe,6.21,2,10
to confirm the,7.46,3,14
to constantly,7.12,2,13
to continually,5.88,2,14
to decide,5.81,2,9
to determine whether,4.3,3,20
to doubt,2.46,2,8
to ensure,6.6,2,9
to establish,6.43,2,12
to guarantee,8.13,2,12
to illustrate,6.9,2,13
to know is,7.07,3,10
to predict,4.55,2,10
to prove that,6.8,3,13
to put an end,7,4,13
to question,4.41,2,11
to specify,6.83,2,10
to suggest,5.27,2,10
to take into account,5.81,4,20
to take over,7.67,3,12
to the fact that,7.58,4,16
to the full,6.89,3,11
to the fullest,7.27,3,14
told ya,7.07,2,7
told you,7.16,2,8
told you so,7.26,3,11
tolerated,6.04,1,9
too confusing,2.31,2,13
too risky,4.68,2,9
torn apart,5.38,2,10
totality,8.2,1,8
totally honest,7.68,2,14
transparent,6.93,1,11
transpired,7.21,1,10
tremendously,7.47,1,12
trend,5.88,1,5
trends are,5.08,2,10
trial,3,1,5
truly,7.82,1,5
truly is,7.43,2,8
trust,6.97,1,5
trust me,6.88,2,8
trusted,7.69,1,7
trusting,5.97,1,8
truth,8.35,1,5
turned out to be,6.57,4,16
turns out that,5.83,3,14
typically,5.04,1,9
unambiguously,7.23,1,13
unanimous,7.62,1,9
unattainable,6.15,1,12
unavailable,6.35,1,11
uncertain,1,1,9
uncertainly,0.93,1,11
uncertainty,0.73,1,11
unchanging,7.69,1,10
uncharted,2.78,1,9
unclear,1.1,1,7
unconditional,7.42,1,13
unconfirmed,1.94,1,11
unconvinced,3.34,1,11
undecided,1.83,1,9
undeniable,7.7,1,10
underline,6.23,1,9
understand that,6.63,2,15
understand that the,6.73,3,19
understanding is,6.37,2,16
understands that,6.29,2,16
understood,7.92,1,10
undetermined,1.88,1,12
undisputed,8.2,1,10
undoubtedly,7.57,1,11
unequivocally,7.95,1,13
unexpected,3.58,1,10
unfamiliar,2,1,10
unfolds,5.36,1,7
unfounded,6.03,1,9
unintelligible,2.97,1,14
unions,6.09,1,6
unknowingly,4.36,1,11
unknown,1.92,1,7
unknowns,3.08,1,8
unlikely,4.77,1,8
unmistakably,8.21,1,12
unpredictable,2.63,1,13
unpredicted,2.47,1,11
unproven,2.78,1,8
unquestionable,8.54,1,14
unquestionably,7.27,1,14
unquestioning,6.92,1,13
unstable,3,1,8
unsubstantiated,2.67,1,15
unsure,0.9,1,6
unsure if,1.96,2,9
untouchable,6.96,1,11
untrue,5.56,1,6
used to be,5.7,3,10
used to think,4.64,3,13
using the,6.13,2,9
usually,5.68,1,7
usually used,4.72,2,12
vagueness,1.79,1,9
validated,7.67,1,9
validates,7.62,1,9
validating,7.03,1,10
varies,3.4,1,6
varies depending,3.46,2,16
varying degrees,3.68,2,15
verification,7.3,1,12
verified,7.77,1,8
verified by,8.32,2,11
verifies,6.88,1,8
verify,6.9,1,6
verifying,6.81,1,9
very apparent,7.7,2,13
very certain,8.9,2,12
very challenging,6.27,2,16
very clear,8.08,2,10
very clearly,7.87,2,12
very concerned about,5.69,3,20
very confident,8.52,2,14
very funny,6.67,2,10
very hard,6,2,9
very obviously,7.74,2,14
very odd,4.04,2,8
very often,7,2,10
very optimistic,7.21,2,15
very plausible,5.03,2,14
very pleased,6.8,2,12
very precise,7.72,2,12
very promising,6.45,2,14
very real,8.07,2,9
very slightly,5.03,2,13
very sure,8.39,2,9
very tough,6.24,2,10
very uncertain,2.15,2,14
very vague,1.97,2,10
very well known,7.07,3,15
viewed as a,5.7,3,11
viewpoints,4.97,1,10
views with,5.93,2,10
vow,8.5,1,3
vowed,7.09,1,5
waived,6.79,1,6
was a major,5.96,3,11
was absolutely,7.54,2,14
was adopted,6.44,2,11
was afraid,3.72,2,10
was agreed,7.64,2,10
was allegedly,4.11,2,13
was allowed to,6.67,3,14
was almost,5.67,2,10
was always,7.7,2,10
was an issue,4.8,3,12
was apparently,6.19,2,14
was aware,6.84,2,9
was born,7.81,2,8
was bound to happen,6.67,4,19
was certainly,7.93,2,13
was clear,8.21,2,9
was clearly,7.5,2,11
was complete,7.15,2,12
was completely,8,2,14
was confident,6.8,2,13
was confirmed,8.19,2,13
was convinced,6.74,2,13
was convinced that,7.2,3,18
was decided,7.72,2,11
was deemed,6.89,2,10
was determined,7.04,2,14
was due,6.9,2,7
was due to,6.09,3,10
was enough,6.7,2,10
was entirely,7.48,2,12
was especially,6.67,2,14
was established,7.43,2,15
was exactly,8.81,2,11
was examining,6.13,2,13
was found,7.16,2,9
was found guilty,8.41,3,16
was found to,7.04,3,12
was fully,7.92,2,9
was given,7.09,2,9
was identified,7.5,2,14
was important,6.69,2,13
was impossible,6.59,2,14
was indeed,7.32,2,10
was informed,6.93,2,12
was intended to be,5.3,4,18
was just,5.7,2,8
was killed,7.97,2,10
was known,7.27,2,9
was likely,4.72,2,10
was located,7.07,2,11
was most,7.24,2,8
was mostly,5.97,2,10
was necessary,7.81,2,13
was never,5.74,2,9
was not able,5.85,3,12
was not able to,7.04,4,15
was now,7.1,2,7
was obvious,7.67,2,11
was obviously,7.88,2,13
was offered,6.1,2,11
was officially,7.3,2,14
was partially,4.38,2,13
was prepared,7.21,2,12
was probably,4.06,2,12
was provided,7,2,12
was required,7.18,2,12
was responsible,6.52,2,15
was right,8.12,2,9
was right to,6.83,3,12
was scheduled,6.32,2,13
was simply,6.87,2,10
was somewhat,4.36,2,12
was supported,7.33,2,13
was supporting,6.53,2,14
was supposed to be,4.56,4,18
was the case,7,3,12
was therefore,7.23,2,13
was thought,5.37,2,11
was told,5.85,2,8
was told that,6.67,3,13
was totally,7.97,2,11
was true,7.72,2,8
was unsuccessful,5.88,2,16
was usually,5.5,2,11
was very,7.2,2,8
was wrong,6.81,2,9
wasn't,5.82,1,6
wasn't aware,3.9,2,12
wasn't really,3.67,2,13
way of thinking,4.82,3,15
we are,6.56,2,6
we are able,6.56,3,11
we are able to,6.26,4,14
we are all,6.87,3,10
we believe that,6.93,3,15
we can find,6.56,3,11
we certainly,7.56,2,12
we don't know,1.46,3,13
we find,6.2,2,7
we finish,7.55,2,9
we found that,7.32,3,13
we got a lot,6.57,4,12
we have no,6.83,3,10
we seem,5.33,2,7
we're done,7.37,2,10
we're going to,7.03,3,14
we're moving,6.93,2,12
we're not,4.62,2,9
we're right,7.47,2,11
we're thinking,4.45,2,14
we've always,7.57,2,12
we've done,7,2,10
we've got to,7.1,3,12
we've learned,7.83,2,13
we've seen,6.87,2,10
well aware,7.3,2,10
well done,7.54,2,9
